Date,Text
2020-02-13 23:48:05+00:00,"@VISIONTV @gorskon @CaulfieldTim @crackedscience @ryarmst @cbcmarketplace Why does your “Christian” network promote convicted felon Jim Bakker’s TV show? He is promoting a number of unsafe, unlicensed, and fraudulent products to cure coronavirus Covid-19. "
2020-02-13 23:45:32+00:00,"#SARSCoV2 #COVID19 #coronavirus Treatment, Vaccine and Management of COVID-19 (SARS-CoV-2) "
2020-02-13 23:45:03+00:00,"It really seems live COVID-19 is going to do what sanctions never could. ""How the coronavirus may impact the North Korean economy"" http://www.nkeconwatch.com/2020/02/13/how-can-the-coronavirus-impact-the-north-korean-economy/"
2020-02-13 23:44:46+00:00,The first death in Japan from coronavirus (Covid-19) while internal infections increase 
2020-02-13 23:44:21+00:00,#BREAKING #coronavirus new cases and deaths in #HubeiProvince: New Cases: 4823 New death: 116 Source: Health Commission of #Hubei Province #COVID2019 #COVID_19 #COVID19 #XAUUSD #OOTT #Wuhan #China #Now #فوری آمار جدید #کورونا #كورونا_الصيني #كورونا_فيروس
2020-02-13 23:43:44+00:00,The conference I was going to in Singapore at the end of March just got cancelled due to Coronavirus/COVID-19. Australian conferences should be well attended this year!
2020-02-13 23:43:17+00:00,Quebec virologist battles COVID-19 coronavirus from Saint-Hyacinthe.. #2019nCoV #Coronavirus AgNP Protection &gt;&gt; https://amzn.to/39p9RYi &lt;&lt;
2020-02-13 23:42:43+00:00,NO I DO NOT HAVE THE CORONAVIRUS/COVID-19... I JUST FORGOT TO TAKE MY ALLERGY MEDICINE TODAY OKAYYYY??? (based on a true encounter with a concerned fellow grocery shopper...) https://www.instagram.com/p/B8hqGDsnQZo/?igshid=1d9z3os6qj7q4
2020-02-13 23:41:49+00:00,"More people are dying daily world-wide from SECOND HAND tobacco smoke than are infected with the Coronavirus (COVID-19). #TOBACCOBAD #COVID19 (Vancouver Sun), Feb 13, 2020 http://epaper.vancouversun.com/@Dave_Bedford/csb_AqIXFCPdFhNTppKD5TwKDGVf74K394KNxxhxn-V_r8gTLg5msjH-0Y3V7imxX0HQnNZtQBB0qvwbaDEacOsZDA"
2020-02-13 23:41:46+00:00,DEBUNKED: A viral image depicts high levels of SO2 emissions to prove mass body cremations are taking place in Wuhan. *It was actually just a forecast based on past data and weather patterns and does not show real levels of SO2. #COVID_19 #coronavirus https://fullfact.org/health/satellites-wuhan-sulphur-dioxide-coronavirus/
2020-02-13 23:39:49+00:00,Health Minister briefs the media on Novel Coronavirus (COVID 19) - https://www.indianbureaucracy.com/health-minister-briefs-the-media-on-novel-coronavirus-covid-19/
2020-02-13 23:38:08+00:00,The first death in Japan from coronavirus (Covid-19) while internal infections increase http://moderntokyonews.com/2020/02/13/the-first-death-in-japan-from-coronavirus-covid-19-while-internal-infections-increase/
2020-02-13 23:38:05+00:00,The first death in Japan from coronavirus (Covid-19) while internal infections increase http://moderntokyonews.com/2020/02/13/the-first-death-in-japan-from-coronavirus-covid-19-while-internal-infections-increase/
2020-02-13 23:38:02+00:00,The first death in Japan from coronavirus (Covid-19) while internal infections increase http://moderntokyonews.com/2020/02/13/the-first-death-in-japan-from-coronavirus-covid-19-while-internal-infections-increase/
2020-02-13 23:37:59+00:00,The first death in Japan from coronavirus (Covid-19) while internal infections increase http://moderntokyonews.com/2020/02/13/the-first-death-in-japan-from-coronavirus-covid-19-while-internal-infections-increase/
2020-02-13 23:37:56+00:00,The first death in Japan from coronavirus (Covid-19) while internal infections increase http://moderntokyonews.com/2020/02/13/the-first-death-in-japan-from-coronavirus-covid-19-while-internal-infections-increase/
2020-02-13 23:37:51+00:00,The first death in Japan from coronavirus (Covid-19) while internal infections increase http://moderntokyonews.com/2020/02/13/the-first-death-in-japan-from-coronavirus-covid-19-while-internal-infections-increase/
2020-02-13 23:37:47+00:00,The first death in Japan from coronavirus (Covid-19) while internal infections increase http://moderntokyonews.com/2020/02/13/the-first-death-in-japan-from-coronavirus-covid-19-while-internal-infections-increase/
2020-02-13 23:37:44+00:00,The first death in Japan from coronavirus (Covid-19) while internal infections increase http://moderntokyonews.com/2020/02/13/the-first-death-in-japan-from-coronavirus-covid-19-while-internal-infections-increase/
2020-02-13 23:37:38+00:00,The first death in Japan from coronavirus (Covid-19) while internal infections increase http://moderntokyonews.com/2020/02/13/the-first-death-in-japan-from-coronavirus-covid-19-while-internal-infections-increase/
2020-02-13 23:37:35+00:00,The first death in Japan from coronavirus (Covid-19) while internal infections increase http://moderntokyonews.com/2020/02/13/the-first-death-in-japan-from-coronavirus-covid-19-while-internal-infections-increase/
2020-02-13 23:37:31+00:00,The first death in Japan from coronavirus (Covid-19) while internal infections increase http://moderntokyonews.com/2020/02/13/the-first-death-in-japan-from-coronavirus-covid-19-while-internal-infections-increase/
2020-02-13 23:37:28+00:00,The first death in Japan from coronavirus (Covid-19) while internal infections increase http://moderntokyonews.com/2020/02/13/the-first-death-in-japan-from-coronavirus-covid-19-while-internal-infections-increase/
2020-02-13 23:37:25+00:00,The first death in Japan from coronavirus (Covid-19) while internal infections increase http://moderntokyonews.com/2020/02/13/the-first-death-in-japan-from-coronavirus-covid-19-while-internal-infections-increase/
2020-02-13 23:37:22+00:00,The first death in Japan from coronavirus (Covid-19) while internal infections increase http://moderntokyonews.com/2020/02/13/the-first-death-in-japan-from-coronavirus-covid-19-while-internal-infections-increase/
2020-02-13 23:37:19+00:00,The first death in Japan from coronavirus (Covid-19) while internal infections increase http://moderntokyonews.com/2020/02/13/the-first-death-in-japan-from-coronavirus-covid-19-while-internal-infections-increase/
2020-02-13 23:37:16+00:00,The first death in Japan from coronavirus (Covid-19) while internal infections increase http://moderntokyonews.com/2020/02/13/the-first-death-in-japan-from-coronavirus-covid-19-while-internal-infections-increase/
2020-02-13 23:37:08+00:00,they were not suspected of having coronavirus but they WERE tested if they were admitted with pneumonia. since previous criteria were based on china travel with community spread need to actively surveil all pneumonia admitted for COVID-19
2020-02-13 23:37:04+00:00,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6
2020-02-13 23:36:42+00:00,"#UK #coronavirus a person attending a central London conference w/ 200+ others last week has been diagnosed with #COVID19 The individual attended the UK Bus Summit at the QEII Centre, one of London’s largest conference halls, in Westminster on Feb 6 h/t @FluTrackers"
2020-02-13 23:36:39+00:00,WHO has renamed coronavirus to COVID-19
2020-02-13 23:36:30+00:00,#SARSCoV2 #COVID19 #coronavirus COVID-19 
2020-02-13 23:35:27+00:00,Situation report - 24 Novel Coronavirus (COVID-19) 13 February 2020 #COVID19 by ⁦@WHO⁩ https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200213-sitrep-24-covid-19.pdf?sfvrsn=9a7406a4_4
2020-02-13 23:34:51+00:00,"An individual who tested positive for coronavirus (COVID-19) that came on a State Department-chartered flight from China and was under a federal quarantine order at JBSA-Lackland, San Antonio, Texas. The individual is isolated and receiving medical care"
2020-02-13 23:34:08+00:00,"Your guide to coronavirus: Everything you need to know about Covid-19, the deadly virus alarming the world "
2020-02-13 23:32:51+00:00,"The Novel Coronavirus, 2019-nCoV, is Highly Contagious &amp; More Infectious Than Initially Estimated... We Want The Truth! RO 4.7-6.6(!) Is this a #Pamdemic ? #DOD #WHO #CDC #COVID2019 #COVID19 #coronavirus #COVID_19 "
2020-02-13 23:31:04+00:00,North Korea may be the first country-level casualty of COVID-19 Coronavirus nCoV-19 howManyNames19? 
