Date,Text
2020-03-31 23:59:04+00:00,It’s going to get way worse before it gets better. This is a multi year struggle until we get a vaccine. #Covid_19 #coronavirus #Coronavirustruth
2020-03-31 23:59:03+00:00,Is coronavirus mentioned in the Bible? Pastor says COVID-19 'is not a big deal to God' 
2020-03-31 23:59:03+00:00,"Doing better indeed!!! The blue line (real) has indeed crossed the orange line (projection). The projection on 3/21 was looking at 835K confirmed COVID-19 cases globally by 3/31, but will definitely end up with less!!!#COVID19 #coronavirus #CoronaVirusUpdate"
2020-03-31 23:59:03+00:00,Head of Russia's Coronavirus Hospital Who Met With Putin Tests Positive for COVID-19: https://sputniknews.com/russia/202003311078776886-head-of-moscow-hospital-for-coronavirus-infected-diagnosed-with-covid-19/ via @SputnikInt
2020-03-31 23:59:02+00:00,Is coronavirus real? And other bizarre COVID-19 conspiracies you need to look out for 
2020-03-31 23:59:01+00:00,"Coronavirus updates LIVE: Australian death toll jumps to 20 as COVID-19 cases surpass 820,000 worldwide #Australia"
2020-03-31 23:59:00+00:00,Dead bodies are heavy. #Coronavirustruth #coronavirus #Coronavirusny #CoronaVirusNYC #CoronavirusNewYork #Covid_19 #COVID #Covid19 #CoronavirusUSA
2020-03-31 23:58:55+00:00,"For those thinking it's attacking the old, think again. Breaking News 13 Yr old dies at Kings College Hospital, London from #Covid_19 #coronavirus"
2020-03-31 23:58:46+00:00,Coronavirus: Can mosquitoes spread COVID-19? - 9Coach 
2020-03-31 23:58:44+00:00,"If the usual symptoms of #anxiety weren't enough, panic, fear, obsessing, intrusive thoughts etc. I'm now getting physical symptoms too, indigestion, teeth grinding, aches &amp; pains. This increase is due to 1 thing, #coronavirus. At this rate, anxiety'll kill me b4 #Covid_19 can. "
2020-03-31 23:58:44+00:00,"If #liquor, #beer and #wine stores are considered “essential”, should recreational marijuana shops be as well? #MarijuanaNews #recreationalmarijuana #marijuana #potstores #Covid_19 #coronavirus #SocialDistancing @MassGovernor #weed #WeedLovers #mentalhealth #MentalHealthMatters"
2020-03-31 23:58:37+00:00,Wouldn’t it be neat if we all took this time to switch to the metric system? #metricsystem #QuarantineLife #coronavirus #TheLockdown #COVID #Covid_19
2020-03-31 23:58:26+00:00,@GovRonDeSantis #coronavirus #COVID19 #Covid_19 #DoYourJob #DoYourPart #ProtectYourPeople Protect YOUR people. #StayAtHome These peoole voted for &amp; trusted you. PROTECT THEM! @Blondetown
2020-03-31 23:58:18+00:00,#QuarantineLife is driving my nuts!!! #coronavirus #CoronavirusUSA #Covid_19 
2020-03-31 23:58:08+00:00,Join the conversation. The American Society of Clinical Oncology (ASCO) launches the Coronavirus (COVID-19) Community Forum 
2020-03-31 23:58:05+00:00,Who's Sickest From COVID-19? These Conditions Tied To Increased Risk : Coronavirus Live Updates : NPR 
2020-03-31 23:58:02+00:00,COVID-19 and Your Workplace. The Tap into Safety mental health training and support platform has a new module to help you with the COVID-19 crisis https://bit.ly/3aoZjJz #COVID19 #coronavirus #employeementalhealth #mentalhealthsupport #workplacementalhealth
2020-03-31 23:58:01+00:00,Coronavirus (COVID 19) and Small Business in BC https://buff.ly/38MTfcl #SmallBusiness #Funding #Business #Canada
2020-03-31 23:58:00+00:00,"Racism of Dept. of Commerce forced me to be ill-prepared for the coronavirus, COVID-19. Secretary Wilbur L. Ross, Jr. has supported and enabled racism and discrimination inside the DOC-USPTO since 2017. America nurtures its racism."
2020-03-31 23:58:00+00:00,Day 16 OFF ICE Hockey Training -Who Feels Strong?! https://youtu.be/FBSYN_OwUC4 Share with your team &amp; follow us here for more tips. #OffIceHockeyTraining #perfectskating #HockeyTraining #PerfectSkatingTV #SkatingTV #PowerSkating #PowerSkatingTips #Covid_19 #Coronavirus 
2020-03-31 23:57:51+00:00,Coronavirus: Trump warns Americans to expect 'painful two weeks' due to COVID-19 'plague' This is about taking back our FREEDOM and saving our children/people from the EVIL that has plagued our country/world for so long. Q @POTUS @trump_assistant https://news.sky.com/story/coronavirus-trump-warns-americans-to-expect-painful-two-weeks-due-to-covid-19-plague-11966579
2020-03-31 23:57:49+00:00,"What’s something you do now that you didn’t do before COVID-19? For me, I make my bed now. Never really did it before. But it just feels nice to have something done these days. #SomethingNew #COVID #Covid_19 #coronavirus"
2020-03-31 23:57:48+00:00,COVID-19 cases in Kentucky nears 600 as state sets record for daily increase in confirmed cases and coronavirus deaths 
2020-03-31 23:57:46+00:00,https://coronastache.com Grow a coronastache ! #coronavirusuk #coronavirus #Covid_19 #COVIDIOTS
2020-03-31 23:57:44+00:00,"McConnell says Trump impeachment trial 'diverted the attention' of the government as coronavirus entered US Jack’s opinion: Pelosi, Schiff and the Dem Intel committee members should all be investigated for ignoring the COVID-19 virus threat to the Nation! "
2020-03-31 23:57:37+00:00,New York on PAUSE. Coronavirus outbreak in NYC. Documentary. https://youtu.be/tov7h5W1Y8I via @YouTube #covid-19
2020-03-31 23:57:18+00:00,"Coronavirus: David Warner shaves head in support of COVID-19 workers, nominates Kohli "
2020-03-31 23:57:18+00:00,Loved @DeepakChopra’s reminder to also practice mental and spiritual hygiene during this world health crisis. #coronavirus #Covid_19 
2020-03-31 23:57:17+00:00,"#Breaking_News #Jim_Acosta: ""Should #Americans be prepared for the likelihood that there will be 100,000 #Americans who die from this virus?"" Dr. Fauci: ""The answer is yes.” #Trump #CoronaVirus #Covid_19 #USA #NYC #EU #Covid19US"
2020-03-31 23:57:17+00:00,"She died ""with"" Coronavirus - not necessarily ""of"" coronavirus. Based on all data available from around the world it is extremely unlikely that she would die from COVID-19 if she was perfectly healthy previously. Very sad either way :( "
2020-03-31 23:57:08+00:00,"I mean how do we know if somebody tests Zero for the Coronavirus/COVID-19, maybe they had it, and maybe they didn't, how do we know if they have the antibodies? "
2020-03-31 23:57:03+00:00,"Covid 19 coronavirus: Flu vaccines aimed at high risk groups but there's a nationwide shortage, via @nzherald"
2020-03-31 23:56:58+00:00,people who say Covid-19 instead of corona virus think they’re better than everyone else
2020-03-31 23:56:53+00:00,"A new sign on Robson Street in downtown Vancouver. “CLOSED” “NO PUBLIC ACCESS” “To prevent the spread of COVID-19, this space is temporarily closed from public access until further notice. People are reminded to avoid all social gatherings and stay at …” #covid19 #coronavirus "
2020-03-31 23:56:50+00:00,Everyone In Iceland Can Get Tested For The Coronavirus. Here's How The Results Could Help All Of Us https://www.buzzfeed.com/albertonardelli/coronavirus-testing-iceland?utm_source=dynamic&amp;utm_campaign=bfsharetwitter Science has PROVEN that you can be asymptomatic &amp; have #coronavirus. Everyone should assume they #Covid_19 &amp; demand #MassTestingNow! #TestingIsAProblem
2020-03-31 23:56:45+00:00,Covid-19 Virus Conspiracy? Truth About Corona Virus: Part 1- Dr. Rashid ... https://youtu.be/jZ3rh0JRuIo via @YouTube @JamieVernon
2020-03-31 23:56:42+00:00,Hey #Trump supporters we need a huge wave of people willing to #PrayForTrump and get a #trending. He's in a horrible position right now and really needs it. #POTUS #Covid_19 #coronavirus #COVID #quarantine #StayAtHome #tcot
